Number of frames:126425
498,533,AU28
769,797,RTF
813,857,RTF
985,1046,RTF
2916,3041,AU28
4753,4790,AU28
7584,7659,RTF
10219,10289,AU28
10795,10831,AU28
10795,10831,AU28
11040,11077,AU28
12627,12677,AU28
12797,12816,AU28
13688,13785,AU28
16069,16151,AU28
16485,16656,RTF
17614,17716,AU28
19429,19486,AU28
21465,21482,AU19
21939,21958,AU28
22022,22169,RTF
23676,23722,AU28
25093,25164,AU28
27483,27740,AU28
28844,29031,RTF
29993,30013,AU19
31393,31394,RTF
31759,31769,AU19
32251,32295,AU28
33045,33248,RTF
37138,37159,AU28
38922,39088,AU28
39499,39510,AU28
41399,41431,AU28
43068,43127,AU28
43201,43255,AU28
43806,43825,AU28
45587,45674,AU28
46746,46815,RTF
47379,47514,AU28
48119,48137,AU19
48214,48280,AU28
48863,48874,AU28
48877,48949,AU28
50480,50514,AU28
51422,51461,AU28
52583,52624,AU28
54838,54860,AU19
54864,54892,AU28
57042,57220,AU28
57635,57653,AU28
58317,58378,RST
58772,58790,AU19
58788,58790,AU28
59106,59127,AU28
59387,59426,AU28
61173,61278,AU19
61904,61950,AU28
62083,62100,AU28
62103,62378,AU28
63868,63898,AU28
64678,64782,RTF
65220,65233,AU19
65237,65275,AU28
66110,66205,AU28
66352,66394,AU28
67259,67312,AU19
67323,67384,AU19
67393,67464,AU28
69859,69888,AU19
69888,69902,AU28
69993,70375,AU28
71768,71786,AU19
71789,71819,AU28
72057,72098,RTF
74750,74950,AU19
75117,75197,RTF
75288,75928,RTF
77583,77645,AU28
77869,77886,AU19
80613,80662,AU28
80678,80687,AU19
80689,80717,AU28
81799,81838,AU28
82368,82555,AU28
84157,84182,AU28
84996,85048,AU28
85052,85071,AU19
85075,85160,AU28
86856,86895,AU19
86906,86919,AU19
86922,86964,AU19
88724,88819,AU28
92372,92392,AU19
94613,94701,AU19
98342,98403,AU28
104045,104069,AU28
104071,104084,AU19
104989,105010,AU19
105219,105254,AU28
112758,113022,AU28
113697,113772,AU28
116454,116514,AU28
118579,118607,AU28
119192,119284,AU28
119656,119709,AU28
120550,120862,AU28
121596,121625,AU28
121800,121941,RTF
122467,122561,AU28
122753,122822,AU28
123510,123525,AU28
123540,123590,AU28
124646,124842,AU28
125848,125908,AU28
