Number of frames:120731
1199,1216,AU19
12714,12768,RTF
20840,20850,AU19
22653,22689,RTF
25560,25563,AU19
26258,26267,AU19
27775,27790,AU19
29394,29430,AU19
29429,29470,AU28
30335,30378,AU19
30379,30449,AU28
30543,30558,AU19
30562,30602,AU28
31526,31558,AU19
31558,31586,AU28
32397,32429,AU19
32428,32475,AU28
34694,34743,AU28
37062,37095,RTF
37471,37495,AU19
39847,39861,AU19
41202,41234,AU19
44044,44055,AU19
47333,47352,RTF
52044,52119,RTF
55603,55616,AU28
69634,69651,AU19
71654,71672,AU19
71672,71708,AU28
98795,98813,AU19
107522,107596,RTF
115805,115880,RTF
118932,118953,AU19
