Number of frames:139853
9578,9638,RTF
11672,11691,RTF
11938,12180,RTF
12215,12273,AU28
17787,17796,AU28
17799,17847,AU19
18742,18777,RTF
19420,19450,RTF
19865,19885,RTF
27891,27923,RTF
28650,28685,AU19
29872,29899,ORL
32773,32786,AU28
32787,32822,AU19
58037,58050,RTF
59274,59338,RTF
60966,61038,RTF
65451,65472,RTF
65834,65859,AU19
66904,67063,RTF
75264,75576,RTF
79149,79164,RTF
85981,85993,RTF
89854,89897,RTF
90606,90634,RTF
93526,93594,RTF
94191,94215,RTF
95301,95369,RTF
96395,96417,RTF
112004,112067,RTF
112140,112175,RTF
113578,113651,RTF
119948,120166,AU19
133188,133310,RTF
