Number of frames:136828
6059,6082,AU19
11472,11521,AU19
11524,11555,AU28
11716,11836,AU28
12003,12064,AU28
14095,14168,RTF
14200,14210,AU28
15967,15987,AU19
15988,16037,AU28
16114,16141,AU28
16263,16271,AU28
18454,18472,AU19
20750,20776,AU19
20817,20931,AU28
23012,23028,AU19
23311,23373,RTF
24011,24033,AU19
24051,24058,AU28
26713,26745,AU28
28688,28739,RTF
29168,29198,AU19
29201,29378,AU28
31778,31799,AU19
31803,31853,AU28
39705,39723,AU19
41522,41556,AU19
41590,41608,AU28
44110,44134,AU19
44139,44198,AU28
47060,47086,AU19
48077,48098,AU19
48102,48122,AU28
53430,53462,AU19
53462,53475,AU28
58263,58289,AU19
58292,58567,AU28
60401,60433,AU19
60437,60466,AU28
62209,62227,AU19
62317,62442,AU28
68675,68697,AU19
68699,68763,AU28
68801,68943,AU28
71014,71037,AU19
71039,71128,AU28
71150,71195,RTF
74177,74225,RTF
75235,75262,AU19
75263,75304,AU28
75492,75528,AU19
81217,81256,AU19
83403,83421,AU19
83425,83493,AU28
83530,83576,AU28
87603,87648,RTF
91717,91743,AU19
91781,91845,AU19
91846,91859,AU28
94935,94974,AU19
94981,95023,AU28
96857,96866,AU28
102666,102704,AU19
102706,102775,AU28
107358,107392,AU19
107395,107447,AU28
107499,107519,AU28
107608,107710,RTF
108865,108986,AU28
109002,109034,AU19
109036,109078,AU28
109089,109108,AU19
109474,109511,RTF
112928,113017,AU19
116244,116284,AU19
119175,119197,AU19
119203,119238,AU28
119286,119329,AU28
119379,119414,AU28
119585,119730,AU28
124303,124380,RTF
125826,125851,AU19
125935,125947,AU28
