Number of frames:157507
4826,4854,RTF
16419,16443,AU19
16522,16556,RTF
16563,16587,RTF
18979,18987,AU19
19017,19044,RTF
37136,37323,AU19
37337,37387,AU19
40446,40466,AU19
43392,43490,AU19
48714,48739,AU19
54229,54328,RTF
54342,54383,AU28
54615,54684,RTF
56891,57013,AU28
62074,62107,AU19
65881,65893,AU19
70196,70242,AU19
70791,70849,RTF
71287,71303,RTF
71297,71323,AU19
73326,73389,RTF
76712,76902,AU19
77511,77592,RTF
77516,77599,AU19
81847,81956,RTF
83759,83780,AU19
83779,83821,RTF
84437,84464,RTF
92047,92216,AU19
93913,94097,RTF
94769,94892,RTF
94912,94981,RTF
95541,95620,AU19
97420,97468,RTF
97490,97522,RTF
102438,102492,RTF
102686,102767,AU19
104977,105047,AU19
107316,107354,RTF
115968,115990,AU19
115990,116035,RTF
117392,117483,AU19
117483,117501,RTF
120173,120217,RTF
120564,120604,RTF
123755,123794,RTF
127204,127228,RTF
133554,133589,RTF
137053,137083,AU19
139315,139335,AU19
139327,139380,RTF
