Number of frames:134338
5250,5290,AU19
9846,10041,RTF
12225,12230,AU19
23770,23905,RTF
24060,24078,AU19
26165,26193,AU19
26278,26359,RTF
31159,31174,AU19
32099,32227,RTF
34205,34226,AU19
34705,34725,AU19
34927,34956,AU19
39757,39771,AU19
43355,43373,AU19
45127,45198,RTF
46310,46322,AU19
47052,47164,AU19
53444,53498,RTF
60698,60755,AU19
61171,61200,AU28
66768,66780,AU19
75459,75509,RTF
81255,81262,AU19
81300,81334,AU28
85091,85113,AU19
85603,85672,AU19
88291,88366,AU19
90316,90403,RTF
92204,92230,AU19
94829,94913,RTF
95279,95321,RTF
98490,98530,RTF
100054,100103,RTF
102448,102477,RTF
105917,105955,RTF
109689,109700,AU19
110518,110577,RTF
112019,112031,RTF
112741,112767,RTF
114101,114112,AU19
114148,114174,RTF
117081,117106,AU19
118078,118116,RTF
121793,121815,AU19
123763,123848,RTF
126166,126181,AU19
128178,128198,AU19
131190,131234,RTF
