Number of frames:126496
2886,3091,AU28
14225,14260,RTF
22228,22241,AU19
26825,26869,RTF
32659,32697,RTF
34278,34315,RTF
38871,38907,RTF
38983,38993,AU19
41943,42000,RTF
42136,42237,RTF
48323,48353,RTF
48458,48482,RTF
55058,55072,AU19
77123,77153,RTF
86714,86782,RTF
89747,89772,RTF
90548,90564,AU19
92302,92330,RTF
93284,93389,AU28
93455,93482,AU28
98973,99000,RTF
102779,102799,RTF
104407,104462,RTF
106078,106145,RTF
107525,116311,RTF
110005,110073,AU28
113449,113467,AU19
113477,113476,AU28
116214,116260,RTF
116278,116308,RTF
121274,121293,RTF
123610,123617,AU19
