Number of frames:151453
710,1624,AU28
1777,1815,RTF
2764,2911,RTF
4252,4344,RTF
6492,6780,AU28
11155,11150,RTF
14991,15023,AU28
16651,16808,AU28
18892,18966,RTF
23357,23399,RTF
29290,29436,AU28
42591,42863,AU28
52981,53431,AU28
54182,54252,AU28
63336,63416,AU28
65752,65874,RTF
65760,65870,AU28
66776,66917,AU28
68026,68176,RTF
70523,70733,AU28
73492,73525,AU19
74059,74143,RTF
78855,78988,RTF
81446,81521,RTF
83604,83650,AU28
85693,85775,AU28
87165,87600,AU28
88303,88493,RTF
89529,89559,RTF
94297,94372,AU28
95829,95868,RTF
101731,101847,RTF
102962,103410,AU28
109921,110001,AU28
112804,112869,AU28
112883,113134,AU28
115644,115663,AU28
120504,120572,AU28
121769,121927,RTF
122075,122205,RTF
124358,124442,RTF
126097,126203,AU28
134078,134505,RTF
143042,143288,RTF
