Number of frames:108515
1379,1395,AU19
6387,6494,RTF
10002,10151,AU28
10482,10734,AU28
10877,10910,AU19
11323,11332,AU28
11333,11359,AU19
11605,11640,RTF
12016,12213,AU28
15075,15371,AU28
18556,18752,AU28
19428,19469,RTF
19472,19488,AU28
19488,19500,AU19
19989,20128,RTF
23339,23373,RTF
26110,26381,AU28
29590,29612,AU19
29613,29982,AU28
33021,33033,AU19
34399,34415,AU19
34416,34645,AU28
35270,35284,AU28
37948,38032,AU28
39751,39790,AU28
48508,48514,AU28
48515,48539,AU19
48545,48653,AU28
50949,50979,AU28
51966,52096,RTF
52085,52099,AU28
52142,52164,AU19
52172,52206,AU28
53338,53431,RTF
54771,54832,RTF
54854,54865,AU28
54865,54892,AU19
54892,54993,AU28
54994,55065,RTF
56016,56041,AU19
56041,56101,AU28
56502,56505,AU28
56505,56523,AU19
56523,56577,AU28
59297,59319,AU19
61064,61079,AU19
61080,61121,AU28
62232,62234,AU28
62234,62248,AU19
62249,62445,AU28
66003,66067,RTF
70496,70510,AU19
70571,70647,AU28
73674,73716,AU19
73720,73775,AU19
77198,77228,AU19
77231,77287,AU28
78340,78346,AU28
78447,78519,AU28
79164,79181,AU28
79187,79212,AU28
89982,90030,RTF
90846,90862,AU19
90878,90897,AU28
93905,93951,RTF
94382,94396,AU19
94401,94415,AU28
95474,95490,AU19
102158,102197,RTF
102224,102244,AU19
103236,103288,AU19
103294,103378,AU28
103991,104031,RTF
104624,104687,RTF
106150,106164,AU19
106481,106505,RTF
107023,107039,AU19
107570,107822,AU28
108088,108128,RTF
