Number of frames:113461
1205,1303,RTF
5740,5795,RTF
6378,6423,AU28
8549,8642,RTF
17793,17992,RTF
19077,19138,RTF
19608,19972,AU28
26402,28108,RTF
28216,28247,AU28
28249,28274,AU19
34823,35045,AU19
35057,35336,AU28
42179,42254,RTF
43049,43113,AU28
46883,47832,RTF
49597,49717,AU28
53039,53053,AU19
53351,53464,RTF
55081,55174,RTF
55738,55753,AU19
63593,63611,AU19
70953,71044,AU19
71052,71331,AU28
80357,80374,AU19
80580,80603,RTF
80622,80636,RTF
85054,85102,RTF
85117,85174,RTF
85204,85261,RTF
85284,85343,RTF
86799,86916,AU28
92271,92335,AU19
92337,92359,AU28
92359,92372,AU19
94705,94718,AU19
95558,95575,AU19
95787,95965,RTF
96894,96933,RTF
97881,98511,RTF
99536,99587,RTF
103845,103866,AU19
103869,104185,AU28
106640,106857,RTF
107611,107668,RTF
108410,108437,AU19
108642,108707,RTF
109471,109492,AU19
109748,109806,RTF
110125,110184,RTF
110742,110804,RTF
111486,111500,AU19
112965,113375,RTF
