Number of frames:113240
8895,8906,AU19
10627,10633,AU19
10707,10786,AU28
10826,10852,AU28
16109,16115,AU19
21810,21822,AU19
24233,24243,AU19
30984,30997,AU19
39343,40001,AU28
44144,44172,AU28
52547,52557,AU19
54083,54094,AU19
57786,57790,AU19
59662,59676,AU19
59680,59728,AU28
62336,62343,AU19
64726,64733,AU19
64791,64871,RTF
69874,69893,AU19
69895,69909,AU28
71290,71443,AU28
71915,71947,AU28
82779,82790,AU28
85839,85847,AU19
90590,90601,AU19
92893,92918,AU19
92922,92931,AU28
98907,98931,AU19
105512,105540,AU28
106161,106170,AU19
106186,106195,AU28
111529,111534,AU19
