Number of frames:134778
0,79,RTF
3198,3223,AU19
3626,3640,AU19
6415,6445,AU19
7027,7045,AU19
8447,8464,AU19
8535,8547,AU19
8910,8933,AU19
9064,9087,AU19
10027,10051,AU19
10199,10233,AU19
10997,11021,AU19
11048,11116,AU19
11667,11684,AU19
12130,12147,AU19
15696,15723,AU19
15970,16012,RTF
16555,16572,AU19
16669,16690,AU19
17674,17694,AU19
21873,21891,AU19
22528,22549,AU19
23661,23683,AU19
24247,24279,AU19
27485,27503,AU19
27702,27732,AU19
28345,28369,AU19
29290,29311,AU19
29354,29376,AU19
33032,33051,AU19
33344,33358,AU19
33406,33421,AU19
33451,33480,AU19
33506,33530,AU28
37284,37305,AU19
37618,37640,AU19
37848,37874,AU19
38996,39021,AU19
40232,40248,AU19
40281,40296,RTF
41115,41127,AU19
41482,41498,AU19
41589,41601,AU19
42547,42559,AU19
43922,43938,AU19
44972,44990,AU19
45288,45309,AU19
45536,45559,AU19
48095,48116,AU19
49721,49753,AU19
50463,50508,RTF
50877,50899,AU19
51508,51540,AU19
51581,51605,AU19
52223,52235,AU19
52252,52273,AU28
52295,52311,AU19
53052,53137,RTF
53830,53851,AU19
54563,54587,AU19
55892,55917,AU19
56649,56683,AU19
56706,56722,AU19
80252,80269,AU19
80308,80328,AU19
80421,80436,AU19
80598,80618,AU19
80791,80816,AU19
80986,81002,AU19
81681,81702,AU19
81787,81811,AU19
84723,84743,AU19
84901,84922,AU19
85123,85145,AU19
85346,85374,AU19
90920,90943,AU19
91071,91091,AU19
92975,92990,AU19
93760,93784,AU19
93958,93978,AU19
94140,94166,AU19
94634,94665,AU19
94908,94971,RTF
95858,95885,AU19
97082,97107,AU19
97455,97477,AU19
97589,97610,AU19
97856,97880,AU19
103079,103097,AU19
103510,103530,AU19
103615,103636,AU19
104026,104049,AU19
104653,104679,AU19
105299,105324,AU19
106149,106176,AU19
107105,107170,AU19
107527,107550,AU19
107629,107650,AU19
109333,109356,AU19
110210,110237,AU19
110470,110492,AU19
112098,112129,AU19
114975,115003,AU19
115864,115930,AU19
116090,116113,AU19
116419,116428,AU19
116737,116764,RTF
118062,118100,AU19
120132,120160,AU19
122021,122048,AU19
122226,122255,AU19
122440,122466,AU19
123067,123097,AU19
123727,123744,AU19
123810,123830,AU19
124246,124306,AU19
124541,124565,AU19
124918,124939,AU19
128301,128316,AU19
128983,129040,RTF
129181,129202,AU19
129422,129444,AU19
130281,130299,AU19
130347,130366,AU19
132115,132133,AU19
