172492
5767,5790,RTF
6228,6288,RTF
7347,7385,RTF
9355,9406,RTF
9454,9474,RTF
12044,12090,RTF
12294,12330,RTF
12608,12670,RTF
13528,13559,RTF
14408,14446,RTF
17456,17514,RTF
18007,18080,RTF
18996,19211,RTF
19253,19357,RTF
19381,19782,RTF
19795,19804,RTF
19854,19979,RTF
20013,20064,RTF
20096,20353,RTF
20387,20502,RTF
22541,22542,RTF
23585,23673,RTF
24294,24419,RTF
24470,24515,RTF
26432,26483,RTF
28549,28582,RTF
34066,34073,RTF
34248,34268,RTF
34292,34301,RTF
35064,35101,RTF
35513,35682,RTF
43814,44155,AU28
44518,44550,RTF
45303,45332,AU28
46331,46390,RTF
46472,46499,RTF
50486,50517,RTF
50844,50917,RTF
52094,52112,RTF
52442,52627,RTF
53791,54071,AU28
54795,55352,AU28
55450,55546,RTF
56407,56791,AU28
60737,60783,RTF
60816,60889,RTF
62203,62277,RTF
63122,63249,RTF
64135,64738,AU28
64756,64836,RTF
65834,66095,AU28
68073,68130,AU28
71028,71074,RTF
71402,71489,RTF
73616,73687,RTF
73922,73968,AU28
73974,74100,AU28
76275,76403,RTF
79051,79229,RTF
81612,81647,RTF
84108,84193,AU28
84194,84248,AU28
86263,86333,AU28
86607,86704,RTF
87023,87071,AU28
89274,89292,RTF
91404,91431,RTF
91467,91586,RTF
97231,97294,AU28
101310,101330,RTF
103936,103957,RTF
105475,105565,RTF
105739,105855,RTF
106691,107164,RTF
107969,108011,AU28
108446,108532,RTF
109843,109926,AU28
114145,114203,AU28
114543,115267,AU28
117184,117263,RTF
117974,118670,AU28
119370,119397,RTF
122000,122022,RTF
125125,125842,AU28
126571,126692,RTF
126760,126843,RTF
127761,128072,AU28
128557,128937,AU28
129628,129661,RTF
129769,129833,AU28
130736,130818,RTF
130855,130872,RTF
131819,131850,RTF
132600,132667,RTF
133200,133237,RTF
133683,133719,RTF
134687,134711,RTF
135002,135032,RTF
135274,135314,RTF
135348,135431,RTF
137660,137720,RTF
138453,138546,RTF
139192,139212,RTF
139689,140013,AU28
140006,140051,RTF
140708,141188,AU28
143301,143337,RTF
143705,143744,RTF
146487,146524,RTF
147326,147497,RTF
149189,149214,RTF
149465,149489,AU28
150439,150472,RTF
151283,151345,RTF
153062,153149,RTF
154201,154421,AU28
155202,155228,RTF
155771,156821,RTF
156779,158223,RTF
158163,158335,RTF
158311,158335,RTF
158630,158689,RTF
159104,159158,RTF
159448,159510,RTF
160237,160725,AU28
161138,161196,RTF
161244,161260,RTF
161715,161774,RTF
162511,162541,RTF
165088,165159,RTF
165177,165206,RTF
165556,165659,AU28
166758,166815,RTF
166853,166885,RTF
167422,167450,RTF
167607,167648,AU28
171667,171713,RTF
