Number of frames:162602
1407,1418,AU19
2245,2257,AU19
7715,7729,AU19
10370,10382,AU19
11960,11968,AU19
13473,13482,AU19
15047,15067,AU19
18836,18890,RTF
18891,18902,AU19
20401,20411,AU19
22406,22421,AU19
24854,24874,AU19
25111,25198,AU28
25356,25435,RTF
26341,26355,AU19
27779,27791,AU19
27791,27848,AU28
27953,27981,RTF
33341,33350,AU19
35501,35503,AU19
37768,37782,AU19
39409,39434,AU19
41474,41491,AU19
43516,43531,AU19
43924,43951,AU19
45248,45297,AU28
46439,46451,AU19
47663,47674,AU19
50127,50141,AU19
54457,54474,AU19
55193,55436,AU28
57107,57126,AU19
61753,61766,AU19
63616,63657,RST
63918,63931,AU19
63931,64038,AU28
65374,65388,AU19
67508,67525,AU19
69401,69413,AU19
74075,74086,AU19
75345,75354,AU19
76758,76772,AU19
78261,78271,AU19
80443,80458,AU19
84204,84216,AU19
86248,86271,AU19
86284,86291,AU28
86292,86328,AU28
87636,87652,AU19
89299,89311,AU19
89312,89343,AU28
89712,89741,AU19
93478,93614,AU28
94890,94898,AU19
95773,95783,AU19
98161,98176,AU19
100495,100512,AU19
104916,104934,AU19
106297,106310,AU19
108101,108113,AU19
109609,109619,AU19
110873,110882,AU19
111804,111856,AU28
113466,113483,AU19
114521,114560,RTF
115564,115577,AU19
118268,118279,AU19
119172,119253,AU28
123537,123555,AU19
125479,125492,AU19
128623,128636,AU19
128864,128873,AU19
130325,130334,AU19
132010,132024,AU19
132799,132898,RTF
132915,132962,RTF
133388,133397,AU19
135051,135060,AU19
136497,136537,AU28
138241,138258,AU19
140073,140104,AU28
142089,142099,AU19
144935,144942,AU19
144944,144986,AU28
146500,146592,AU28
149258,149266,AU28
149883,149900,AU19
150785,150798,AU19
151351,151360,AU19
152337,152349,AU19
152800,152865,RTF
153137,153155,RTF
153286,153301,AU19
154477,154491,AU19
156016,156026,AU19
159163,159174,AU19
160496,160504,AU19
