Number of frames:140903
11354,11418,RTF
33570,33667,AU19
33681,33802,AU28
42941,42948,AU19
43600,43608,AU19
43660,43763,AU28
51453,51633,AU28
56520,56549,AU28
56776,56786,AU19
58639,58652,AU19
60186,60199,AU19
60204,60353,AU28
60501,60546,AU28
61286,61356,AU28
63765,63808,AU28
66926,66943,AU19
72438,72450,AU19
72456,72613,AU28
73596,73610,AU19
76306,76346,AU19
76350,76498,AU28
80945,80948,AU19
86935,86959,AU19
89124,89133,AU19
91945,91955,AU19
93577,93737,AU28
98246,98253,AU19
101076,101092,AU19
106304,106375,AU28
114825,114857,AU28
114875,115019,AU19
123035,123076,RTF
123260,123290,RTF
136229,136241,AU19
