Number of frames:74764
436,457,AU19
460,535,AU28
4750,4779,AU19
4781,4806,AU28
4823,4880,AU28
7572,7581,AU28
7696,7720,AU19
7721,7737,AU28
9873,9884,AU28
11922,12392,AU19
12813,12840,AU19
12846,12872,AU28
13219,13300,AU28
14079,14086,AU28
14933,14986,RTF
17406,17445,AU19
18113,18235,RTF
18231,18251,AU19
19202,19237,AU19
19238,19291,AU28
22382,22566,AU28
22984,23021,AU19
23022,23140,AU19
23622,23641,AU19
25289,25362,RTF
26571,26593,AU19
26594,26678,AU28
26696,26714,AU28
28161,28178,AU19
28179,28376,AU28
29128,29141,AU28
31321,31337,AU28
32513,32537,AU19
32539,32589,AU28
39162,39192,AU19
39649,39672,AU19
39674,39977,AU28
46747,46766,AU19
48657,48715,RTF
50647,50667,AU28
51446,51510,RTF
52125,52293,RTF
54379,54402,AU19
54405,54451,AU28
55438,55459,AU19
55997,56018,AU19
56024,56275,AU28
57368,57425,RTF
61263,61301,RTF
62832,62864,AU19
62890,62933,AU28
64076,64408,AU28
66296,66334,RTF 
66544,66607,RTF
67581,67622,RTF
69449,69488,AU19
69494,69503,AU28
69755,69803,AU19
71318,71424,RTF
71797,71824,AU19
72322,72352,AU19
73045,73083,AU19
73085,73181,AU28
73148,73198,AU19
