Number of frames:105626
4749,4762,AU28
4762,4795,AU19
4795,4830,AU28
4883,4931,AU28
8867,8892,AU19
12845,12897,RTF
13213,13234,AU28
13234,13263,AU19
15243,15257,AU19
19128,19163,RTF
19175,19240,RTF
19333,19412,AU28
19508,19531,AU19
20193,20220,AU28
22862,22907,AU28
23099,23132,RTF
24698,24725,AU28
24725,24771,AU19
26738,26866,AU28
28979,29004,RTF
30683,30699,AU28
31340,31436,RTF
33374,33391,AU28
35134,35158,AU19
35191,35239,RTF
35299,35337,AU28
36322,36376,RTF
38962,39005,RTF
39414,39473,RTF
39824,39885,AU19
44592,44610,AU28
44610,44637,AU19
49356,49416,RTF
49485,49510,AU19
50513,50558,RTF
54086,54101,AU19
54264,54302,AU28
3,57304,57312,AU19
57428,57467,AU19
59688,59709,AU28
59706,59724,AU19
59867,59903,RTF
62320,62340,RTF
62906,62933,AU28
62933,62990,AU19
62987,63005,AU19
63032,63098,AU28
67121,67163,AU28
67642,67660,AU19
68956,69000,RTF
69614,69648,RTF
72360,72395,AU28
72395,72415,AU19
73764,73813,RTF
73999,74045,RTF
75721,75745,AU28
75745,75761,AU19
79495,79513,AU28
79513,79531,AU19
82323,82334,AU19
82793,82802,RTF
82833,82859,RTF
83952,84010,RTF
85213,85232,AU28
85233,85252,AU19
87575,87594,AU28
87595,87604,AU19
90796,90820,AU28
90821,90838,AU19
91166,91255,AU28
94989,95016,AU28
95190,95212,AU28
95213,95238,AU19
95613,95770,AU28
97468,97493,RTF
101547,101573,AU28
101573,101587,AU19
101837,101874,RTF
102248,102268,RTF
104973,104983,AU19
