Number of frames:142789
1916,2012,AU28
5679,5747,AU28
9342,9441,AU28
9919,9955,AU28
12411,12445,AU28
20831,20831,RTF
19515,19575,AU28
19588,19597,AU19
23550,23734,AU28
25295,25336,AU28
29308,29340,AU28
29354,29370,AU19
29370,29406,AU19
31121,31172,AU28
35581,35600,AU28
38578,38682,AU28
40345,40441,AU19
41297,41316,AU28
41331,41349,AU19
41349,41403,AU19
41457,41489,AU19
43549,43568,AU28
46414,46447,AU28
46447,46478,AU19
47329,47375,AU28
47504,47691,AU28
49588,49871,AU28
50304,50586,AU28
51442,51599,AU19
53707,53759,AU28
55237,55350,AU28
55371,55389,AU19
55393,55402,AU28
57031,57257,AU28
58134,58184,AU19
59624,59670,AU19
60387,60518,AU28
60540,60570,AU19
61213,61492,AU28
61513,61521,AU19
63293,63469,AU28
64457,64501,AU28
66099,66209,AU19
66236,66278,AU19
67207,67225,AU28
68307,68325,AU28
68686,68699,AU19
69143,69178,AU28
69295,69335,AU28
69338,69346,AU19
73471,73588,AU28
79536,79555,AU19
80868,80889,AU19
82716,82727,AU19
83500,83531,AU28
83569,83587,AU19
90059,90070,AU28
90092,90102,AU19
94613,94653,RTF
94855,94922,AU19
99428,99533,AU28
103367,103420,AU28
105998,106005,AU19
106063,106080,AU19
108908,108921,AU19
112657,112668,AU19
113175,113221,RTF
113478,113492,AU19
113496,113540,AU28
117189,117209,AU19
117215,117234,AU28
119420,119534,AU28
122568,122603,AU28
126220,126263,AU28
130369,130436,AU28
130698,130837,AU28
130859,130871,AU19
133825,133926,AU28
133956,133988,AU19
134517,134529,AU28
135008,135091,AU28
138509,138718,AU28
138849,138861,AU19
140754,140791,AU19
141372,141388,AU19
