Number of frames:142522
995,1045,AU19
1045,1433,AU28
1497,1526,RTF
3066,3108,RTF
3771,3800,AU28
5452,5477,AU19
5489,6544,AU28
6444,6544,RTF
8996,9032,RTF
12569,12718,AU28
17731,17769,AU19
20204,20219,AU28
20222,20243,AU19
20243,20916,AU28
21101,21129,AU19
21135,21587,AU28
26439,26468,AU19
34679,34720,RTF
35547,35588,AU19
37281,37316,AU19
38339,38405,RTF
39791,39837,AU19
39866,41002,AU28
41272,41991,AU28
41985,42085,AU19
42557,42580,RTF
42642,43417,AU28
43567,43927,AU28
46766,47250,AU28
54664,54686,AU19
54706,55040,AU28
56527,56541,AU28
58318,58369,AU19
59132,59156,AU19
59502,59543,AU19
60368,60441,AU19
60453,60538,AU28
60521,60539,RTF
61783,61868,AU19
61876,61913,AU28
61917,61934,AU19
61936,62032,AU28
63638,63660,RTF
64911,64960,RTF
67941,68126,AU28
68186,68242,RTF
69437,69461,AU28
69462,69473,AU19
69474,70199,AU28
71334,72853,AU28
74280,74373,AU28
74373,74408,AU19
74412,74849,AU28
74842,74876,RTF
80117,80136,AU19
80144,80914,AU28
80915,80952,AU19
81432,81515,AU19
82605,82732,AU19
83109,83439,AU28
86181,86430,AU28
86918,87413,AU28
87411,87422,AU19
87425,87716,AU28
89754,89866,AU28
90308,90353,RTF
90374,90443,RTF
90468,90571,RTF
92058,92264,AU28
92267,92290,AU19
92291,93005,AU28
93185,93259,AU28
93424,94449,AU28
94453,94506,AU19
96042,96063,AU19
96176,96272,AU28
97016,97124,AU28
100876,100921,RTF
101554,101574,AU19
101575,101695,AU28
101694,101726,AU19
101823,102637,AU19
103671,103683,RTF
104017,104161,RTF
104437,104451,RTF
104526,104587,AU28
104588,104605,AU19
104606,104957,AU28
104956,105039,AU19
107502,107544,AU19
108381,108425,RTF
112069,112096,AU19
112102,112271,AU28
112270,112336,AU19
112575,112596,AU19
112663,113745,AU28
114240,114397,AU28
115055,115268,AU28
115319,115645,AU28
116130,116604,AU28
119715,119732,AU28
119732,119744,AU19
119745,120308,AU28
120587,120716,AU28
120791,120855,AU19
121201,121438,AU28
121469,121488,AU19
123150,123275,AU28
124624,124646,AU19
124645,124939,AU28
124939,124965,AU19
124966,125170,AU28
125170,125184,AU19
125184,125449,AU28
127627,128336,AU28
129707,129794,AU19
130466,130496,AU19
130838,130874,AU28
130873,130888,AU19
130888,131032,AU28
131543,131583,RTF
131595,131690,RTF
132095,132299,AU28
132314,132390,RTF
132421,132477,RTF
132487,132935,RTF
133977,134063,AU28
134061,134120,AU19
134190,134481,AU28
134609,134721,AU19
136734,137154,AU28
137603,137941,AU28
